timestamp_sec,q1,q2,q3,q4,q5,q6
5.1800,0.62925,1.96401,-1.76073,1.05336,-1.61068,0.08283
5.2000,0.62893,1.96417,-1.76097,1.05339,-1.61068,0.08283
5.2200,0.62798,1.96465,-1.76167,1.05348,-1.61068,0.08283
5.2400,0.62640,1.96546,-1.76284,1.05362,-1.61068,0.08283
5.2600,0.62419,1.96658,-1.76447,1.05383,-1.61068,0.08283
5.2800,0.62136,1.96802,-1.76657,1.05409,-1.61068,0.08283
5.3000,0.61791,1.96978,-1.76912,1.05441,-1.61068,0.08283
5.3200,0.61385,1.97184,-1.77213,1.05479,-1.61068,0.08283
5.3400,0.60919,1.97422,-1.77558,1.05522,-1.61068,0.08283
5.3600,0.60393,1.97689,-1.77947,1.05570,-1.61068,0.08283
5.3800,0.59809,1.97986,-1.78379,1.05624,-1.61068,0.08283
5.4000,0.59168,1.98312,-1.78853,1.05684,-1.61068,0.08283
5.4200,0.58471,1.98667,-1.79369,1.05748,-1.61068,0.08283
5.4400,0.57720,1.99049,-1.79925,1.05818,-1.61068,0.08283
5.4600,0.56916,1.99458,-1.80520,1.05892,-1.61068,0.08283
5.4800,0.56061,1.99894,-1.81153,1.05971,-1.61068,0.08283
5.5000,0.55156,2.00354,-1.81823,1.06055,-1.61068,0.08283
5.5200,0.54203,2.00839,-1.82528,1.06143,-1.61068,0.08283
5.5400,0.53205,2.01347,-1.83267,1.06236,-1.61068,0.08283
5.5600,0.52163,2.01877,-1.84038,1.06332,-1.61068,0.08283
5.5800,0.51079,2.02429,-1.84840,1.06432,-1.61068,0.08283
5.6000,0.49956,2.03000,-1.85672,1.06536,-1.61068,0.08283
5.6200,0.48795,2.03591,-1.86531,1.06644,-1.61068,0.08283
5.6400,0.47599,2.04199,-1.87415,1.06754,-1.61068,0.08283
5.6600,0.46371,2.04824,-1.88324,1.06868,-1.61068,0.08283
5.6800,0.45113,2.05464,-1.89255,1.06984,-1.61068,0.08283
5.7000,0.43828,2.06118,-1.90207,1.07103,-1.61068,0.08283
5.7200,0.42517,2.06785,-1.91176,1.07225,-1.61068,0.08283
5.7400,0.41185,2.07463,-1.92163,1.07348,-1.61068,0.08283
